Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	rate_neo	tree_length
0	-5706.486	-5878.397	171.9114	1.082348	1.688915	0.2086372	5.340281
6	-5698.022	-5870.439	172.4172	1.09502	1.688915	0.2269475	5.024554
12	-5706.087	-5877.32	171.2335	1.063147	1.505604	0.2520777	5.728244
18	-5708.136	-5878.585	170.4496	0.9781509	1.620541	0.2520777	6.158025
24	-5713.479	-5885.81	172.331	1.089655	1.329946	0.2530418	5.182343
30	-5704.109	-5876.939	172.8298	1.231796	1.25133	0.3280308	4.762639
36	-5696.138	-5869.706	173.5681	1.156185	1.25133	0.2910782	4.438274
42	-5715.58	-5885.686	170.1062	1.021631	1.384667	0.2841839	6.371419
48	-5715.903	-5886.193	170.2909	0.9358313	1.262317	0.2841839	6.371419
54	-5712.837	-5883.494	170.6568	1.052513	1.366249	0.2363601	6.129593
60	-5708.149	-5878.234	170.0848	0.9543068	1.42371	0.2837393	6.403747
66	-5706.357	-5881.359	175.0029	1.364928	1.417835	0.3183994	3.382168
72	-5719.756	-5894.616	174.8594	1.331911	1.363191	0.2507947	3.605268
78	-5719.163	-5893.86	174.6976	1.301464	1.237468	0.2821618	3.730579
84	-5710.803	-5882.581	171.7773	1.103347	1.5606	0.2568702	5.378757
90	-5695.892	-5868.016	172.1241	1.055307	1.310238	0.2568702	5.319031
96	-5711.04	-5883.4	172.3603	1.194154	1.450307	0.2568702	5.050784
102	-5696.612	-5869.26	172.6479	1.222419	1.450307	0.2743367	4.850614
108	-5700.391	-5871.549	171.1583	1.021804	1.38919	0.2487567	5.844882
114	-5699.35	-5871.575	172.2247	1.109084	1.38919	0.2487567	5.210651
120	-5701.139	-5873.615	172.4757	1.043662	1.117752	0.2771726	5.195041
126	-5705.349	-5875.896	170.547	0.942702	1.117752	0.2771726	6.306803
132	-5698.073	-5868.842	170.7689	0.9184761	1.243423	0.285791	6.127648
138	-5708.392	-5879.666	171.2738	1.04656	1.747354	0.2658349	5.604444
144	-5708.4	-5878.16	169.7607	1.063171	1.747354	0.1909293	6.533193
150	-5714.989	-5884.626	169.6367	0.9716152	1.8659	0.2406013	6.532112
156	-5714.871	-5886.012	171.1411	1.110366	1.356808	0.1883007	5.913772
162	-5708.176	-5879.013	170.8367	1.111467	1.646046	0.218927	5.913772
168	-5701.941	-5872.11	170.1688	1.010529	1.646046	0.250099	6.286354
174	-5704.283	-5875.551	171.2674	1.027805	1.646046	0.250099	5.677483
180	-5711.835	-5884.569	172.7337	1.152985	1.93052	0.1722103	4.822103
186	-5710.045	-5881.668	171.6229	1.149589	1.93052	0.3170255	5.225077
192	-5716.376	-5889.038	172.6626	1.222787	1.93052	0.1965036	4.780326
198	-5715.23	-5886.624	171.3946	1.148992	1.93052	0.1905232	5.533493
204	-5710.848	-5882.347	171.499	1.200925	1.93052	0.2120896	5.412142
210	-5698.103	-5870.783	172.6807	1.228008	1.683187	0.232656	4.79722
216	-5708.332	-5880.133	171.8011	1.253488	1.826766	0.1556106	5.349773
222	-5702.139	-5872.245	170.1053	1.095399	1.826766	0.2428394	6.220705
